,,,1740264674547,467,,"$1,167.12",,0,,,"83,469.82",,,"43,698.70",1237,70,31,,,5191,,,,,,,,,,
Kickstarter Link,RPGGeek List Item,RPGGeek List Page,KickTraq Link,Type,Linked RPGs ,RPG: related to,Project Name,FundedDate,Ended?,Currency,Funding Level,Exchange Rate,LevelUSD,Funded?,Cancelled?,Reached Goal?,ExtractedFunding,ExtractedProgress,ExtractedTrend,Funded Value,Last Updated,Start Date,,,,,,,OSR Core,OSR Adjacent
https://www.kickstarter.com/projects/151874595/nolan-lockes-exquisite-corpse?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8488877#item8488877,,https://www.kicktraq.com/projects/151874595/nolan-lockes-exquisite-corpse/,5E,,,Nolan Locke's Exquisite Corpse,October 31 2021,Y,USD,"2,422.00",1,Not Funded,N,Y,N,"$2,422",4.00%,Cancelled,0,1645138607170,September 17 2021,A 5e D&D campaign guidebook designed to expand your game narrative.,https://ksr-ugc.imgix.net/assets/034/916/451/7da76f045bad593374e8d2587b390c80_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1631902893&auto=format&frame=1&q=92&s=c7e4596bd5b209a10f16b8458944d5a8,[size=14][b][url=https://www.kickstarter.com/projects/151874595/nolan-lockes-exquisite-corpse?ref=discovery_category_newest]Nolan Locke's Exquisite Corpse[/url][/b][/size][q]A 5e D&D campaign guidebook designed to expand your game narrative.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/034/916/451/7da76f045bad593374e8d2587b390c80_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1631902893&auto=format&frame=1&q=92&s=c7e4596bd5b209a10f16b8458944d5a8[/inlineimg][/floatleft][b]Deadline:[/b]10-31-2021[url=https://www.kicktraq.com/projects/151874595/nolan-lockes-exquisite-corpse/][IMG]https://www.kicktraq.com/projects/151874595/nolan-lockes-exquisite-corpse//minichart.png[/IMG][/url],,60550,,,
https://www.kickstarter.com/projects/timpgming/the-fall-of-mith-the-fall?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8521044#item8521044,,https://www.kicktraq.com/projects/timpgming/the-fall-of-mith-the-fall/,5E,,,The Fall of Mith: the Fall,October 31 2021,Y,USD,"3,801.00",1,"3,801.00",Y,N,Y,"$3,801",190.00%,Ended,3801,1645138607187,October 1 2021,The final entry in the Fall of Mith series. The last in the five entries of the 5E compatible. Though useful to any campaign.,https://ksr-ugc.imgix.net/assets/034/883/074/23d62922301501297efda6e0def97e14_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1631680925&auto=format&frame=1&q=92&s=c5ee80ac3cbdf7470656c473f58903cc,[size=14][b][url=https://www.kickstarter.com/projects/timpgming/the-fall-of-mith-the-fall?ref=discovery_category_newest]The Fall of Mith: the Fall[/url][/b][/size][q]The final entry in the Fall of Mith series. The last in the five entries of the 5E compatible. Though useful to any campaign.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/034/883/074/23d62922301501297efda6e0def97e14_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1631680925&auto=format&frame=1&q=92&s=c5ee80ac3cbdf7470656c473f58903cc[/inlineimg][/floatleft][b]Deadline:[/b]10-31-2021[url=https://www.kicktraq.com/projects/timpgming/the-fall-of-mith-the-fall/][IMG]https://www.kicktraq.com/projects/timpgming/the-fall-of-mith-the-fall//minichart.png[/IMG][/url],"$2,000.53",,,,
https://www.kickstarter.com/projects/duskteller/the-travelers-guide-to-the-toxic-seas?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8521032#item8521032,,https://www.kicktraq.com/projects/duskteller/the-travelers-guide-to-the-toxic-seas/,5E,,,The Traveler's Guide to the Toxic Seas,October 31 2021,Y,USD,"10,556.00",1,"10,556.00",Y,N,Y,"$10,556",211.00%,Ended,10556,1645138607179,October 1 2021,"A unique and highly detailed 5e campaign setting! Navigate a world of toxic mist, fearsome monsters, and rich culture!",https://ksr-ugc.imgix.net/assets/034/976/963/1ef6e6b1970dbc7c8c70a0a121de8078_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632354472&auto=format&frame=1&q=92&s=23b3e3dc73e3584449cc131c2d9c58b7,"[size=14][b][url=https://www.kickstarter.com/projects/duskteller/the-travelers-guide-to-the-toxic-seas?ref=discovery_category_newest]The Traveler's Guide to the Toxic Seas[/url][/b][/size][q]A unique and highly detailed 5e campaign setting! Navigate a world of toxic mist, fearsome monsters, and rich culture![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/034/976/963/1ef6e6b1970dbc7c8c70a0a121de8078_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632354472&auto=format&frame=1&q=92&s=23b3e3dc73e3584449cc131c2d9c58b7[/inlineimg][/floatleft][b]Deadline:[/b]10-31-2021[url=https://www.kicktraq.com/projects/duskteller/the-travelers-guide-to-the-toxic-seas/][IMG]https://www.kicktraq.com/projects/duskteller/the-travelers-guide-to-the-toxic-seas//minichart.png[/IMG][/url]","$5,002.84",,,,
https://www.kickstarter.com/projects/patternrecog/defiant-le-jeu-de-role?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8513536#item8513536,,https://www.kicktraq.com/projects/patternrecog/defiant-le-jeu-de-role/,non-5E,https://rpggeek.com/rpg/62894/defiant-role-playing-game,,Defiant le jeu de rôle,October 31 2021,Y,EUR,"3,363.00",1.16,Not Funded,N,Y,N,"€3,363",22.00%,Cancelled,0,1645138607174,October 1 2021,"Incarnez de puissants aristocrates surnaturels, Anges, Daeva, Infernaux et Léviathans, dans un monde d'urban-fantasy apocalyptique.",https://ksr-ugc.imgix.net/assets/034/985/750/3fbbbde02650a9fa286b8c0af5871c19_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632414181&auto=format&frame=1&q=92&s=a0e0d5d3186389ed55c3da9e1bc3d954,"[size=14][b][url=https://www.kickstarter.com/projects/patternrecog/defiant-le-jeu-de-role?ref=discovery_category_newest]Defiant le jeu de rôle[/url][/b][/size][q]Incarnez de puissants aristocrates surnaturels, Anges, Daeva, Infernaux et Léviathans, dans un monde d'urban-fantasy apocalyptique.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/034/985/750/3fbbbde02650a9fa286b8c0af5871c19_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632414181&auto=format&frame=1&q=92&s=a0e0d5d3186389ed55c3da9e1bc3d954[/inlineimg][/floatleft][b]Deadline:[/b]10-31-2021[url=https://www.kicktraq.com/projects/patternrecog/defiant-le-jeu-de-role/][IMG]https://www.kicktraq.com/projects/patternrecog/defiant-le-jeu-de-role//minichart.png[/IMG][/url]",,17732.18182,,,
https://www.kickstarter.com/projects/newyearstudios/mork-borg-core-item-reference-cards?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8521034#item8521034,,https://www.kicktraq.com/projects/newyearstudios/mork-borg-core-item-reference-cards/,non-5E,https://rpggeek.com/rpg/56344/mork-borg,,MÖRK BORG Core Item Reference Cards,October 31 2021,Y,USD,"8,992.00",1,Not Funded,N,Y,N,"$8,992",97.00%,Cancelled,0,1645138607181,October 1 2021,MÖRK BORG compatible core items reference cards. A set of up to 160 tarot sized cards for use when playing TTRPGS.,https://ksr-ugc.imgix.net/assets/034/939/905/906ac7136da1c12c66b116159c22f361_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632131158&auto=format&frame=1&q=92&s=e6f59c0767a4cc7a36fd7f58f912554b,[size=14][b][url=https://www.kickstarter.com/projects/newyearstudios/mork-borg-core-item-reference-cards?ref=discovery_category_newest]MÖRK BORG Core Item Reference Cards[/url][/b][/size][q]MÖRK BORG compatible core items reference cards. A set of up to 160 tarot sized cards for use when playing TTRPGS.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/034/939/905/906ac7136da1c12c66b116159c22f361_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632131158&auto=format&frame=1&q=92&s=e6f59c0767a4cc7a36fd7f58f912554b[/inlineimg][/floatleft][b]Deadline:[/b]10-31-2021[url=https://www.kicktraq.com/projects/newyearstudios/mork-borg-core-item-reference-cards/][IMG]https://www.kicktraq.com/projects/newyearstudios/mork-borg-core-item-reference-cards//minichart.png[/IMG][/url],,9270.103093,,,1
https://www.kickstarter.com/projects/stoo-goff/aegean-mythic-role-playing-across-the-aegean-sea?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8513538#item8513538,,https://www.kicktraq.com/projects/stoo-goff/aegean-mythic-role-playing-across-the-aegean-sea/,RPG,,,Aegean: Mythic roleplaying across the Aegean Sea,October 31 2021,Y,GBP,"14,489.00",1.36831,"19,825.44",Y,N,Y,"£14,489",241.00%,Ended,19825.44,1645138607176,October 1 2021,"A table top roleplaying game pitting your heroes against fate, the Gods, and neighbouring lands.",https://ksr-ugc.imgix.net/assets/035/055/784/7cd6ccc490e7f3efc09aa80eaad8dd53_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632925624&auto=format&frame=1&q=92&s=4e18cf8ba35603cc08947b4c58ee2e6a,"[size=14][b][url=https://www.kickstarter.com/projects/stoo-goff/aegean-mythic-role-playing-across-the-aegean-sea?ref=discovery_category_newest]Aegean: Mythic roleplaying across the Aegean Sea[/url][/b][/size][q]A table top roleplaying game pitting your heroes against fate, the Gods, and neighbouring lands.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/055/784/7cd6ccc490e7f3efc09aa80eaad8dd53_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632925624&auto=format&frame=1&q=92&s=4e18cf8ba35603cc08947b4c58ee2e6a[/inlineimg][/floatleft][b]Deadline:[/b]10-31-2021[url=https://www.kicktraq.com/projects/stoo-goff/aegean-mythic-role-playing-across-the-aegean-sea/][IMG]https://www.kicktraq.com/projects/stoo-goff/aegean-mythic-role-playing-across-the-aegean-sea//minichart.png[/IMG][/url]","$8,226.33",,,,
https://www.kickstarter.com/projects/drivenintodarkness/driven-into-darkness?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8454013#item8454013,,https://www.kicktraq.com/projects/drivenintodarkness/driven-into-darkness/,RPG,,,Driven into Darkness,October 31 2021,Y,AUD,"3,270.00",0.751645,"2,457.88",Y,N,Y,"$3,270 AUD",109.00%,Ended,2457.88,1645138607167,September 1 2021,"Driven into Darkness is a TTRPG with a design that focuses on usability, customization, and the quick resolution of action.",https://ksr-ugc.imgix.net/assets/034/003/908/d9fc213efd87480797c18075e6b5404f_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1624588440&auto=format&frame=1&q=92&s=75d45a7f31168148f263202e18bfc58c,"[size=14][b][url=https://www.kickstarter.com/projects/drivenintodarkness/driven-into-darkness?ref=discovery_category_newest]Driven into Darkness[/url][/b][/size][q]Driven into Darkness is a TTRPG with a design that focuses on usability, customization, and the quick resolution of action.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/034/003/908/d9fc213efd87480797c18075e6b5404f_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1624588440&auto=format&frame=1&q=92&s=75d45a7f31168148f263202e18bfc58c[/inlineimg][/floatleft][b]Deadline:[/b]10-31-2021[url=https://www.kicktraq.com/projects/drivenintodarkness/driven-into-darkness/][IMG]https://www.kicktraq.com/projects/drivenintodarkness/driven-into-darkness//minichart.png[/IMG][/url]","$2,254.94",,,,
https://www.kickstarter.com/projects/mortonnewberry/final-girl-an-interactive-novel?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8532638#item8532638,,https://www.kicktraq.com/projects/mortonnewberry/final-girl-an-interactive-novel/,RPG,,,Final Girl: An Interactive Novel,October 31 2021,Y,EUR,63.00,1.16,Not Funded,N,Y,N,€63,3.00%,Cancelled,0,1645138607189,October 8 2021,A Choose Your Own Adventure about camping with your friends—and surviving a bloodthirsty maniac.,https://ksr-ugc.imgix.net/assets/035/096/045/f10994ba8927b301631f017747bdf2ab_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1633202153&auto=format&frame=1&q=92&s=679db01eca5f94c5fe60827dd3fbb2e0,[size=14][b][url=https://www.kickstarter.com/projects/mortonnewberry/final-girl-an-interactive-novel?ref=discovery_category_newest]Final Girl: An Interactive Novel[/url][/b][/size][q]A Choose Your Own Adventure about camping with your friends—and surviving a bloodthirsty maniac.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/096/045/f10994ba8927b301631f017747bdf2ab_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1633202153&auto=format&frame=1&q=92&s=679db01eca5f94c5fe60827dd3fbb2e0[/inlineimg][/floatleft][b]Deadline:[/b]10-31-2021[url=https://www.kicktraq.com/projects/mortonnewberry/final-girl-an-interactive-novel/][IMG]https://www.kicktraq.com/projects/mortonnewberry/final-girl-an-interactive-novel//minichart.png[/IMG][/url],,2436,,,
https://www.kickstarter.com/projects/strangefrontier/guts-and-glory-rpg?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8498150#item8498150,,https://www.kicktraq.com/projects/strangefrontier/guts-and-glory-rpg/,RPG,,https://rpggeek.com/rpgsystem/17185/powered-apocalypse,GUTS & GLORY 🎲 Tabletop Role-Playing of Gustatory Fantasy,October 31 2021,Y,USD,"3,050.00",1,"3,050.00",Y,N,Y,"$3,050",586.00%,Ended,3050,1645138607172,September 23 2021,"It's not about looting, it's about eating! 🍽 Gird your brigade, travel to new places, and cook new dishes to get your five-star rating",https://ksr-ugc.imgix.net/assets/034/965/168/60112343e1c30a7bedb17f4129502e9c_original.tif?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632286960&auto=format&frame=1&q=92&s=c45424dcd574ba1d7baed5c6252be531,"[size=14][b][url=https://www.kickstarter.com/projects/strangefrontier/guts-and-glory-rpg?ref=discovery_category_newest]GUTS & GLORY 🎲 Tabletop Role-Playing of Gustatory Fantasy[/url][/b][/size][q]It's not about looting, it's about eating! 🍽 Gird your brigade, travel to new places, and cook new dishes to get your five-star rating[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/034/965/168/60112343e1c30a7bedb17f4129502e9c_original.tif?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632286960&auto=format&frame=1&q=92&s=c45424dcd574ba1d7baed5c6252be531[/inlineimg][/floatleft][b]Deadline:[/b]10-31-2021[url=https://www.kicktraq.com/projects/strangefrontier/guts-and-glory-rpg/][IMG]https://www.kicktraq.com/projects/strangefrontier/guts-and-glory-rpg//minichart.png[/IMG][/url]",$520.48,,,,
https://www.kickstarter.com/projects/thegilaboy/slayers-almanac?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8542657#item8542657,,https://www.kicktraq.com/projects/thegilaboy/slayers-almanac/,non-5E,https://rpggeek.com/rpg/65639/slayers,,Slayers Almanac,November 1 2021,Y,USD,"10,035.00",1,"10,035.00",Y,N,Y,"$10,035",167.00%,Ended,10035,1645138607199,October 12 2021,A setting book of maps and districts for the Slayers RPG. Written in collaboration with designers from across the indie RPG scene.,https://ksr-ugc.imgix.net/assets/034/779/321/88a90b356dba2ffb0172268ac3fab480_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1630960608&auto=format&frame=1&q=92&s=fd62894bd69bc06d1eac1b6abb692edf,[size=14][b][url=https://www.kickstarter.com/projects/thegilaboy/slayers-almanac?ref=discovery_category_newest]Slayers Almanac[/url][/b][/size][q]A setting book of maps and districts for the Slayers RPG. Written in collaboration with designers from across the indie RPG scene.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/034/779/321/88a90b356dba2ffb0172268ac3fab480_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1630960608&auto=format&frame=1&q=92&s=fd62894bd69bc06d1eac1b6abb692edf[/inlineimg][/floatleft][b]Deadline:[/b]11-01-2021[url=https://www.kicktraq.com/projects/thegilaboy/slayers-almanac/][IMG]https://www.kicktraq.com/projects/thegilaboy/slayers-almanac//minichart.png[/IMG][/url],"$6,008.98",,,,
https://www.kickstarter.com/projects/stevedee/treasures-on-earth-a-book-of-relics-relaunch?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8532642#item8532642,,https://www.kicktraq.com/projects/stevedee/treasures-on-earth-a-book-of-relics-relaunch/,non-5E,https://rpggeek.com/rpg/54162/relics-game-angels,,Treasures on Earth: A Book of Relics (Relaunch),November 1 2021,Y,AUD,"5,743.00",0.752015,Not Funded,N,N,N,"$5,743 AUD",47.00%,Ended,0,1645138607196,October 8 2021,A deluxe supplement for Relics: A Game of Angels,https://ksr-ugc.imgix.net/assets/035/108/897/14848af9d17ed2442a0b544c72bdf29c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1633335944&auto=format&frame=1&q=92&s=9f7506a5cb6edacd9ebbcc3eb91ccb49,[size=14][b][url=https://www.kickstarter.com/projects/stevedee/treasures-on-earth-a-book-of-relics-relaunch?ref=discovery_category_newest]Treasures on Earth: A Book of Relics (Relaunch)[/url][/b][/size][q]A deluxe supplement for Relics: A Game of Angels[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/108/897/14848af9d17ed2442a0b544c72bdf29c_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1633335944&auto=format&frame=1&q=92&s=9f7506a5cb6edacd9ebbcc3eb91ccb49[/inlineimg][/floatleft][b]Deadline:[/b]11-01-2021[url=https://www.kicktraq.com/projects/stevedee/treasures-on-earth-a-book-of-relics-relaunch/][IMG]https://www.kicktraq.com/projects/stevedee/treasures-on-earth-a-book-of-relics-relaunch//minichart.png[/IMG][/url],,9188.983287,,,
https://www.kickstarter.com/projects/351992582/haunted-hill-academy?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8542689#item8542689,,https://www.kicktraq.com/projects/351992582/haunted-hill-academy/,RPG,,,Haunted Hill Academy,November 1 2021,Y,USD,"3,296.00",1,"3,296.00",Y,N,Y,"$3,296",109.00%,Ended,3296,1645138607204,October 11 2021,"An intimate coming-of-age, supernatural horror game for two players.",https://ksr-ugc.imgix.net/assets/035/179/140/3d92835ffdaa14a35dccf65e92dbd2be_original.PNG?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1633883517&auto=format&frame=1&q=92&s=de7a80365e1aeb3f31d707fc88c9ab55,"[size=14][b][url=https://www.kickstarter.com/projects/351992582/haunted-hill-academy?ref=discovery_category_newest]Haunted Hill Academy[/url][/b][/size][q]An intimate coming-of-age, supernatural horror game for two players.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/179/140/3d92835ffdaa14a35dccf65e92dbd2be_original.PNG?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1633883517&auto=format&frame=1&q=92&s=de7a80365e1aeb3f31d707fc88c9ab55[/inlineimg][/floatleft][b]Deadline:[/b]11-01-2021[url=https://www.kicktraq.com/projects/351992582/haunted-hill-academy/][IMG]https://www.kicktraq.com/projects/351992582/haunted-hill-academy//minichart.png[/IMG][/url]","$3,023.85",,,,
https://www.kickstarter.com/projects/accessiblegames/survival-of-the-able-back-from-the-dead?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8508958#item8508958,,https://www.kicktraq.com/projects/accessiblegames/survival-of-the-able-back-from-the-dead/,RPG,,,Survival of the Able (Back From The Dead),November 1 2021,Y,USD,"7,748.00",1,"7,748.00",Y,N,Y,"$7,748",129.00%,Ended,7748,1645138607195,September 28 2021,A tabletop RPG about people with disabilities working together to overcome a zombie plague.,https://ksr-ugc.imgix.net/assets/035/048/843/44a400191dd8f274418495213abb0bb2_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632880006&auto=format&frame=1&q=92&s=9077f1ed0db0aff3f758f0147b66704a,[size=14][b][url=https://www.kickstarter.com/projects/accessiblegames/survival-of-the-able-back-from-the-dead?ref=discovery_category_newest]Survival of the Able (Back From The Dead)[/url][/b][/size][q]A tabletop RPG about people with disabilities working together to overcome a zombie plague.[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/048/843/44a400191dd8f274418495213abb0bb2_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632880006&auto=format&frame=1&q=92&s=9077f1ed0db0aff3f758f0147b66704a[/inlineimg][/floatleft][b]Deadline:[/b]11-01-2021[url=https://www.kicktraq.com/projects/accessiblegames/survival-of-the-able-back-from-the-dead/][IMG]https://www.kicktraq.com/projects/accessiblegames/survival-of-the-able-back-from-the-dead//minichart.png[/IMG][/url],"$6,006.20",,,,
https://www.kickstarter.com/projects/sandypuggames/a-night-at-the-tavern?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8566656#item8566656,,https://www.kicktraq.com/projects/sandypuggames/a-night-at-the-tavern/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,A Night At The Tavern,November 2 2021,Y,USD,"4,730.00",1,"4,730.00",Y,N,Y,"$4,730",157.00%,Ended,4730,1645138607227,October 25 2021,A system agnostic social TTRPG adventure module set on the eve of catastrophe. ,https://ksr-ugc.imgix.net/assets/035/325/232/73a8296cad66ccc0401d10a786192fa7_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1634921825&auto=format&frame=1&q=92&s=7ff8e07167d11bf1b10de2dfc7f5ae34,[size=14][b][url=https://www.kickstarter.com/projects/sandypuggames/a-night-at-the-tavern?ref=discovery_category_newest]A Night At The Tavern[/url][/b][/size][q]A system agnostic social TTRPG adventure module set on the eve of catastrophe. [/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/325/232/73a8296cad66ccc0401d10a786192fa7_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1634921825&auto=format&frame=1&q=92&s=7ff8e07167d11bf1b10de2dfc7f5ae34[/inlineimg][/floatleft][b]Deadline:[/b]11-02-2021[url=https://www.kicktraq.com/projects/sandypuggames/a-night-at-the-tavern/][IMG]https://www.kicktraq.com/projects/sandypuggames/a-night-at-the-tavern//minichart.png[/IMG][/url],"$3,012.74",,,,
https://www.kickstarter.com/projects/planetxgames/king-tuts-rootin-tootin-weird-west-extravabonanza?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8544696#item8544696,,https://www.kicktraq.com/projects/planetxgames/king-tuts-rootin-tootin-weird-west-extravabonanza/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,King Tut's Rootin' Tootin' Weird West Extravabonanza,November 2 2021,Y,USD,"4,505.00",1,"4,505.00",Y,N,Y,"$4,505",901.00%,Ended,4505,1645138607222,October 12 2021,"An All-New, All-Different WEIRD WEST RPG/OSR ZINE from Planet X Games",https://ksr-ugc.imgix.net/assets/034/997/229/49e91519d22f7a7389db50ac41276507_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632493590&auto=format&frame=1&q=92&s=e796ff396a903034a19c179c2e1679cf,"[size=14][b][url=https://www.kickstarter.com/projects/planetxgames/king-tuts-rootin-tootin-weird-west-extravabonanza?ref=discovery_category_newest]King Tut's Rootin' Tootin' Weird West Extravabonanza[/url][/b][/size][q]An All-New, All-Different WEIRD WEST RPG/OSR ZINE from Planet X Games[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/034/997/229/49e91519d22f7a7389db50ac41276507_original.png?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632493590&auto=format&frame=1&q=92&s=e796ff396a903034a19c179c2e1679cf[/inlineimg][/floatleft][b]Deadline:[/b]11-02-2021[url=https://www.kicktraq.com/projects/planetxgames/king-tuts-rootin-tootin-weird-west-extravabonanza/][IMG]https://www.kicktraq.com/projects/planetxgames/king-tuts-rootin-tootin-weird-west-extravabonanza//minichart.png[/IMG][/url]",$500.00,,,,
https://www.kickstarter.com/projects/ratsnestplayingcards/rats-nest-summoning-deck-and-playing-cards?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8463733#item8463733,,https://www.kicktraq.com/projects/ratsnestplayingcards/rats-nest-summoning-deck-and-playing-cards/,non-5E,https://rpggeek.com/rpg/356/generic-universal,,"Rats Nest, summoning deck and playing cards",November 2 2021,Y,USD,"1,186.00",1,"1,186.00",Y,N,Y,"$1,186",237.00%,Ended,1186,1645138607207,September 3 2021,A fantasy themed playing card deck with 54 unique characters for every card If you’re a fan of ratfolk and skaven races this is for you,https://ksr-ugc.imgix.net/assets/034/701/599/e0503d998dbe2c0246d5e3b685e68a42_original.jpeg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1630415681&auto=format&frame=1&q=92&s=0b1a246ec77a7eba9a948229c90bee4e,"[size=14][b][url=https://www.kickstarter.com/projects/ratsnestplayingcards/rats-nest-summoning-deck-and-playing-cards?ref=discovery_category_newest]Rats Nest, summoning deck and playing cards[/url][/b][/size][q]A fantasy themed playing card deck with 54 unique characters for every card If you’re a fan of ratfolk and skaven races this is for you[/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/034/701/599/e0503d998dbe2c0246d5e3b685e68a42_original.jpeg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1630415681&auto=format&frame=1&q=92&s=0b1a246ec77a7eba9a948229c90bee4e[/inlineimg][/floatleft][b]Deadline:[/b]11-02-2021[url=https://www.kicktraq.com/projects/ratsnestplayingcards/rats-nest-summoning-deck-and-playing-cards/][IMG]https://www.kicktraq.com/projects/ratsnestplayingcards/rats-nest-summoning-deck-and-playing-cards//minichart.png[/IMG][/url]",$500.42,,,,
https://www.kickstarter.com/projects/792470329/robotech-homefront?ref=discovery_category_newest,https://rpggeek.com/geeklist/280236/item/8556479#item8556479,,https://www.kicktraq.com/projects/792470329/robotech-homefront/,non-5E,https://rpggeek.com/rpg/51321/robotech-macross-saga-roleplaying-game,,Robotech: Homefront,November 2 2021,Y,USD,"70,257.00",1,"70,257.00",Y,N,Y,"$70,257",1301.00%,Ended,70257,1645138607225,October 19 2021,"This epic expansion book is a supplement for the Robotech: The Macross Saga RPG Universe and covers The Masters, ASC, UEEF, and INVID!!",https://ksr-ugc.imgix.net/assets/035/048/922/c22c1556a21534221478518fb7e50abc_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632880640&auto=format&frame=1&q=92&s=8e6b3fa82a82f9d2d4004e1fc428ecc0,"[size=14][b][url=https://www.kickstarter.com/projects/792470329/robotech-homefront?ref=discovery_category_newest]Robotech: Homefront[/url][/b][/size][q]This epic expansion book is a supplement for the Robotech: The Macross Saga RPG Universe and covers The Masters, ASC, UEEF, and INVID!![/q][floatleft][inlineimg]https://ksr-ugc.imgix.net/assets/035/048/922/c22c1556a21534221478518fb7e50abc_original.jpg?ixlib=rb-4.0.2&crop=faces&w=160&h=90&fit=crop&v=1632880640&auto=format&frame=1&q=92&s=8e6b3fa82a82f9d2d4004e1fc428ecc0[/inlineimg][/floatleft][b]Deadline:[/b]11-02-2021[url=https://www.kicktraq.com/projects/792470329/robotech-homefront/][IMG]https://www.kicktraq.com/projects/792470329/robotech-homefront//minichart.png[/IMG][/url]","$5,400.23",,,,
